ticker,action,reason_code,reason_note,exclusion_type,source_note,added_date
APLS,exclude_permanent,M_AND_A_COMPLETED,"M&A/event-completed type (Biogen acquisition, tender offer, CVR structure); not a normal watchlist candidate",permanent,Biogen official / 8-K (original recorded 2026-05-18),2026-05-24
