ticker,name,market,sector,sub_industry,market_cap_usd_b,source,company_type,turnaround_flag,universe_role,quality_risk_level,risk_flags,review_reason,recommended_next_action
CSX,CSX Corporation,US,Industrials,Ground Transportation,85.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
PNC,The PNC Financial Services Group Inc.,US,Financials,Banks,85.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
ELV,Elevance Health Inc.,US,Health Care,Health Care Providers,85.0,SP500,,N,CORE,LOW,HEALTHCARE_EVENT_RISK,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
SLB,SLB N.V.,US,Energy,Energy Equipment,85.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
JCI,Johnson Controls International plc,US,Industrials,Building Products,83.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
BSX,Boston Scientific Corporation,US,Health Care,Health Care Equipment,83.0,SP500,,N,CORE,LOW,HEALTHCARE_EVENT_RISK,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
USB,U.S. Bancorp,US,Financials,Banks,82.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
AMT,American Tower Corporation,US,Real Estate,Specialized REITs,82.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
UPS,United Parcel Service Inc.,US,Industrials,Air Freight & Logistics,81.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
MMC,Marsh & McLennan Companies Inc.,US,Financials,Insurance,79.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
ABNB,Airbnb Inc.,US,Consumer Discretionary,Hotels Restaurants,79.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
MMM,3M Company,US,Industrials,Industrial Conglomerates,79.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
MDLZ,Mondelez International Inc.,US,Consumer Staples,Food Products,79.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
NOC,Northrop Grumman Corporation,US,Industrials,Aerospace & Defense,78.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
MCO,Moody's Corporation,US,Financials,Capital Markets,77.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
APO,Apollo Global Management Inc.,US,Financials,Capital Markets,77.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
VLO,Valero Energy Corporation,US,Energy,Oil Gas & Consumable Fuels,76.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
SPG,Simon Property Group Inc.,US,Real Estate,Retail REITs,76.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
EOG,EOG Resources Inc.,US,Energy,Oil Gas & Consumable Fuels,76.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
ORLY,O'Reilly Automotive Inc.,US,Consumer Discretionary,Specialty Retail,76.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
CI,The Cigna Group,US,Health Care,Health Care Providers,75.0,SP500,,N,CORE,LOW,HEALTHCARE_EVENT_RISK,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
MPC,Marathon Petroleum Corporation,US,Energy,Oil Gas & Consumable Fuels,75.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
KMI,Kinder Morgan Inc.,US,Energy,Oil Gas & Consumable Fuels,75.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
DDOG,Datadog Inc.,US,Information Technology,Software,74.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
SHW,The Sherwin-Williams Company,US,Materials,Chemicals,74.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
CIEN,Ciena Corporation,US,Information Technology,Communications Equipment,74.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
EMR,Emerson Electric Co.,US,Industrials,Electrical Equipment,74.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
NXPI,NXP Semiconductors N.V.,US,Information Technology,Semiconductors,73.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
MPWR,Monolithic Power Systems Inc.,US,Information Technology,Semiconductors,73.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
CVNA,Carvana Co.,US,Consumer Discretionary,Specialty Retail,72.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
HLT,Hilton Worldwide Holdings Inc.,US,Consumer Discretionary,Hotels Restaurants,72.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
PSX,Phillips 66,US,Energy,Oil Gas & Consumable Fuels,72.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
CL,Colgate-Palmolive Company,US,Consumer Staples,Household Products,71.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
NSC,Norfolk Southern Corporation,US,Industrials,Ground Transportation,71.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
ITW,Illinois Tool Works Inc.,US,Industrials,Machinery,71.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
COHR,Coherent Corp.,US,Information Technology,Communications Equipment,70.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
DASH,DoorDash Inc.,US,Consumer Discretionary,Hotels Restaurants,70.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
ECL,Ecolab Inc.,US,Materials,Chemicals,70.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
CTAS,Cintas Corporation,US,Industrials,Commercial Services,69.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
AON,Aon plc,US,Financials,Insurance,69.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
HOOD,Robinhood Markets Inc.,US,Financials,Capital Markets,69.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
AEP,American Electric Power Company Inc.,US,Utilities,Electric Utilities,69.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
CRH,CRH plc,US,Materials,Construction Materials,69.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
MSI,Motorola Solutions Inc.,US,Information Technology,Communications Equipment,68.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
ROST,Ross Stores Inc.,US,Consumer Discretionary,Specialty Retail,68.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
WBD,Warner Bros. Discovery Inc.,US,Communication Services,Entertainment,67.0,SP500+NDX,,Y,HIGH_RISK_REVIEW,HIGH,TURNAROUND_RISK,TURNAROUND_IN_PROGRESS; METADATA_ONLY_AUDIT; turnaround flag prevents core classification,REVIEW_BEFORE_SCORING
RCL,Royal Caribbean Cruises Ltd.,US,Consumer Discretionary,Hotels Restaurants,67.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
DLR,Digital Realty Trust Inc.,US,Real Estate,Specialized REITs,67.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
TDG,TransDigm Group Incorporated,US,Industrials,Aerospace & Defense,66.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
RSG,Republic Services Inc.,US,Industrials,Commercial Services,66.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
GM,General Motors Company,US,Consumer Discretionary,Automobiles,65.0,SP500,,Y,HIGH_RISK_REVIEW,HIGH,TURNAROUND_RISK,TURNAROUND_IN_PROGRESS; METADATA_ONLY_AUDIT; turnaround flag prevents core classification,REVIEW_BEFORE_SCORING
BKR,Baker Hughes Company,US,Energy,Energy Equipment,65.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
APD,Air Products and Chemicals Inc.,US,Materials,Chemicals,65.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
FIX,Comfort Systems USA Inc.,US,Industrials,Construction & Engineering,65.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
TRV,The Travelers Companies Inc.,US,Financials,Insurance,65.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
REGN,Regeneron Pharmaceuticals Inc.,US,Health Care,Biotechnology,64.0,SP500+NDX,,N,HIGH_RISK_REVIEW,HIGH,BIOTECH_RISK;HEALTHCARE_EVENT_RISK,BIOTECH_CLINICAL_RISK; METADATA_ONLY_AUDIT; mid-large biotechnology row needs review before scoring,REVIEW_BEFORE_SCORING
LITE,Lumentum Holdings Inc.,US,Information Technology,Communications Equipment,63.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
NKE,NIKE Inc.,US,Consumer Discretionary,Textiles & Apparel,63.0,SP500,,Y,HIGH_RISK_REVIEW,HIGH,TURNAROUND_RISK,TURNAROUND_IN_PROGRESS; METADATA_ONLY_AUDIT; turnaround flag prevents core classification,REVIEW_BEFORE_SCORING
AFL,Aflac Incorporated,US,Financials,Insurance,60.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
GWW,W.W. Grainger Inc.,US,Industrials,Trading Companies,59.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
D,Dominion Energy Inc.,US,Utilities,Multi-Utilities,59.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
OXY,Occidental Petroleum Corporation,US,Energy,Oil Gas & Consumable Fuels,59.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
URI,United Rentals Inc.,US,Industrials,Trading Companies,59.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
OKE,ONEOK Inc.,US,Energy,Oil Gas & Consumable Fuels,59.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
SRE,Sempra,US,Utilities,Multi-Utilities,58.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
TRGP,Targa Resources Corp.,US,Energy,Oil Gas & Consumable Fuels,58.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
PCAR,PACCAR Inc,US,Industrials,Machinery,58.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
TFC,Truist Financial Corporation,US,Financials,Banks,58.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
TEL,TE Connectivity plc,US,Information Technology,Electronic Components,58.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
KEYS,Keysight Technologies Inc.,US,Information Technology,Electronic Equipment,58.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
LHX,L3Harris Technologies Inc.,US,Industrials,Aerospace & Defense,57.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
FANG,Diamondback Energy Inc.,US,Energy,Oil Gas & Consumable Fuels,57.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
O,Realty Income Corporation,US,Real Estate,Retail REITs,57.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
DVN,Devon Energy Corporation,US,Energy,Oil Gas & Consumable Fuels,57.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
ALL,The Allstate Corporation,US,Financials,Insurance,56.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
TGT,Target Corporation,US,Consumer Staples,Consumer Staples Distribution,56.0,SP500,,Y,HIGH_RISK_REVIEW,HIGH,TURNAROUND_RISK,TURNAROUND_IN_PROGRESS; METADATA_ONLY_AUDIT; turnaround flag prevents core classification,REVIEW_BEFORE_SCORING
AZO,AutoZone Inc.,US,Consumer Discretionary,Specialty Retail,55.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
CTVA,Corteva Inc.,US,Materials,Chemicals,54.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
CARR,Carrier Global Corporation,US,Industrials,Building Products,53.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
AJG,Arthur J. Gallagher & Co.,US,Financials,Insurance,53.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
MET,MetLife Inc.,US,Financials,Insurance,52.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
NDAQ,Nasdaq Inc.,US,Financials,Capital Markets,52.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
PSA,Public Storage,US,Real Estate,Specialized REITs,52.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
F,Ford Motor Company,US,Consumer Discretionary,Automobiles,51.0,SP500,,Y,HIGH_RISK_REVIEW,HIGH,TURNAROUND_RISK,TURNAROUND_IN_PROGRESS; METADATA_ONLY_AUDIT; turnaround flag prevents core classification,REVIEW_BEFORE_SCORING
AME,AMETEK Inc.,US,Industrials,Electrical Equipment,51.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
NUE,Nucor Corporation,US,Materials,Metals & Mining,51.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
ADSK,Autodesk Inc.,US,Information Technology,Software,51.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
COR,Cencora Inc.,US,Health Care,Health Care Providers,50.0,SP500,,N,CORE,LOW,HEALTHCARE_EVENT_RISK,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
EBAY,eBay Inc.,US,Consumer Discretionary,Broadline Retail,50.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
FAST,Fastenal Company,US,Industrials,Trading Companies,50.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
EA,Electronic Arts Inc.,US,Communication Services,Entertainment,50.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
TER,Teradyne Inc.,US,Information Technology,Semiconductor Equipment,50.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
MCHP,Microchip Technology Incorporated,US,Information Technology,Semiconductors,50.0,SP500+NDX,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
ETR,Entergy Corporation,US,Utilities,Electric Utilities,50.0,SP500,,N,CORE,LOW,NONE,METADATA_ONLY_AUDIT; large-cap metadata row without forced review marker,KEEP_CORE
COIN,Coinbase Global Inc.,US,Financials,Capital Markets,49.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
XEL,Xcel Energy Inc.,US,Utilities,Electric Utilities,48.0,SP500+NDX,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
ROK,Rockwell Automation Inc.,US,Industrials,Electrical Equipment,48.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
EW,Edwards Lifesciences Corporation,US,Health Care,Health Care Equipment,47.0,SP500,,N,EXTENDED,MEDIUM,HEALTHCARE_EVENT_RISK,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
CAH,Cardinal Health Inc.,US,Health Care,Health Care Providers,46.0,SP500,,N,EXTENDED,MEDIUM,HEALTHCARE_EVENT_RISK,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
VST,Vistra Corp.,US,Utilities,Independent Power Producers,46.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
DAL,Delta Air Lines Inc.,US,Industrials,Passenger Airlines,45.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
EXC,Exelon Corporation,US,Utilities,Electric Utilities,44.0,SP500+NDX,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
TTWO,Take-Two Interactive Software Inc.,US,Communication Services,Entertainment,44.0,SP500+NDX,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
WAB,Wabtec Corporation,US,Industrials,Machinery,44.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
HPE,Hewlett Packard Enterprise Company,US,Information Technology,Technology Hardware,43.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
GRMN,Garmin Ltd.,US,Consumer Discretionary,Household Durables,43.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
FITB,Fifth Third Bancorp,US,Financials,Banks,43.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
CMG,Chipotle Mexican Grill Inc.,US,Consumer Discretionary,Hotels Restaurants,43.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
VTR,Ventas Inc.,US,Real Estate,Health Care REITs,43.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
IDXX,IDEXX Laboratories Inc.,US,Health Care,Health Care Equipment,43.0,SP500+NDX,,N,EXTENDED,MEDIUM,HEALTHCARE_EVENT_RISK,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
ON,ON Semiconductor Corporation,US,Information Technology,Semiconductors,42.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
STT,State Street Corporation,US,Financials,Capital Markets,42.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
MSCI,MSCI Inc.,US,Financials,Capital Markets,42.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
ODFL,Old Dominion Freight Line Inc.,US,Industrials,Ground Transportation,42.0,SP500+NDX,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
AMP,Ameriprise Financial Inc.,US,Financials,Capital Markets,42.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
XYZ,Block Inc.,US,Financials,Financial Services,42.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
YUM,Yum! Brands Inc.,US,Consumer Discretionary,Hotels Restaurants,41.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
KR,The Kroger Co.,US,Consumer Staples,Consumer Staples Distribution,41.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
AIG,American International Group Inc.,US,Financials,Insurance,41.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
ARES,Ares Management Corporation,US,Financials,Capital Markets,40.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
KDP,Keurig Dr Pepper Inc.,US,Consumer Staples,Beverages,40.0,SP500+NDX,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
SATS,EchoStar Corporation,US,Communication Services,Wireless Telecommunication,39.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
ED,Consolidated Edison Inc.,US,Utilities,Electric Utilities,39.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
CCI,Crown Castle Inc.,US,Real Estate,Specialized REITs,39.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
BDX,Becton Dickinson and Company,US,Health Care,Health Care Equipment,39.0,SP500,,N,EXTENDED,MEDIUM,HEALTHCARE_EVENT_RISK,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
PYPL,PayPal Holdings Inc.,US,Financials,Financial Services,39.0,SP500+NDX,,Y,HIGH_RISK_REVIEW,HIGH,TURNAROUND_RISK,TURNAROUND_IN_PROGRESS; METADATA_ONLY_AUDIT; turnaround flag prevents core classification,REVIEW_BEFORE_SCORING
ADM,Archer-Daniels-Midland Company,US,Consumer Staples,Food Products,39.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
DHI,D.R. Horton Inc.,US,Consumer Discretionary,Household Durables,38.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
EME,EMCOR Group Inc.,US,Industrials,Construction & Engineering,38.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
LYV,Live Nation Entertainment Inc.,US,Communication Services,Entertainment,38.0,SP500,,N,EXTENDED,MEDIUM,NONE,MARKET_CAP_BELOW_THRESHOLD; METADATA_ONLY_AUDIT; below core threshold but retained for extended monitoring,KEEP_EXTENDED
